timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1603203908662,341,HTTP Request,200,OK,Stress Test 1-99,text,true,,3228,115,8,8,https://blazedemo.com/,341,0,72
1603203908612,400,HTTP Request,200,OK,Stress Test 1-100,text,true,,3228,115,9,9,https://blazedemo.com/,399,0,81
1603203908713,307,HTTP Request,200,OK,Stress Test 1-98,text,true,,3228,115,9,9,https://blazedemo.com/,307,0,62
1603203908763,314,HTTP Request,200,OK,Stress Test 1-97,text,true,,3228,115,10,10,https://blazedemo.com/,314,0,51
1603203908813,330,HTTP Request,200,OK,Stress Test 1-96,text,true,,3228,115,11,11,https://blazedemo.com/,329,0,60
1603203908863,314,HTTP Request,200,OK,Stress Test 1-95,text,true,,3228,115,12,12,https://blazedemo.com/,313,0,51
1603203908913,302,HTTP Request,200,OK,Stress Test 1-94,text,true,,3228,115,13,13,https://blazedemo.com/,301,0,58
1603203908962,373,HTTP Request,200,OK,Stress Test 1-93,text,true,,3228,115,15,15,https://blazedemo.com/,373,0,53
1603203909003,361,HTTP Request,200,OK,Stress Test 1-99,text,true,,3228,115,16,16,https://blazedemo.com/,359,0,79
1603203909012,355,HTTP Request,200,OK,Stress Test 1-92,text,true,,3228,115,16,16,https://blazedemo.com/,355,0,75
1603203909012,374,HTTP Request,200,OK,Stress Test 1-100,text,true,,3228,115,16,16,https://blazedemo.com/,373,0,73
1603203909020,378,HTTP Request,200,OK,Stress Test 1-98,text,true,,3228,115,16,16,https://blazedemo.com/,378,0,70
1603203909077,348,HTTP Request,200,OK,Stress Test 1-97,text,true,,3228,115,17,17,https://blazedemo.com/,346,0,69
1603203909062,373,HTTP Request,200,OK,Stress Test 1-91,text,true,,3228,115,17,17,https://blazedemo.com/,371,0,59
1603203909112,339,HTTP Request,200,OK,Stress Test 1-90,text,true,,3228,115,17,17,https://blazedemo.com/,334,0,73
1603203909162,324,HTTP Request,200,OK,Stress Test 1-89,text,true,,3228,115,18,18,https://blazedemo.com/,324,0,64
1603203909144,349,HTTP Request,200,OK,Stress Test 1-96,text,true,,3228,115,18,18,https://blazedemo.com/,349,0,68
1603203909312,298,HTTP Request,200,OK,Stress Test 1-86,text,true,,3228,115,20,20,https://blazedemo.com/,298,0,59
1603203909212,399,HTTP Request,200,OK,Stress Test 1-88,text,true,,3228,115,20,20,https://blazedemo.com/,398,0,74
1603203909262,371,HTTP Request,200,OK,Stress Test 1-87,text,true,,3228,115,21,21,https://blazedemo.com/,371,0,52
1603203909215,445,HTTP Request,200,OK,Stress Test 1-94,text,true,,3228,115,21,21,https://blazedemo.com/,445,0,68
